state_code,date_month,seasonal_period,theft_rate_percent,christmas_theft_multiplier,vandalism_incidents,traffic_congestion_index,weather_disruption_index,risk_zone_score
KY,2022-06-01,Normal,1.02,1.0,33,42.7,57.9,51.3
KY,2022-07-01,Normal,0.81,1.0,10,51.4,57.0,55.0
KY,2022-08-01,Normal,1.06,1.0,37,53.0,35.6,45.4
KY,2022-09-01,Normal,1.18,1.0,41,32.8,50.6,42.9
KY,2022-10-01,Normal,0.57,1.0,53,55.6,36.4,46.6
KY,2022-11-01,Normal,0.5,1.0,33,51.7,54.7,53.7
KY,2022-12-01,Pre_Christmas,0.98,1.97,110,47.3,49.1,50.1
KY,2023-01-01,Post_Christmas,1.15,1.0,35,51.8,38.8,46.4
KY,2023-02-01,Normal,0.67,1.0,55,48.0,37.5,43.4
KY,2023-03-01,Normal,1.39,1.0,35,46.8,42.9,46.2
KY,2023-04-01,Normal,0.97,1.0,58,52.0,54.0,54.0
KY,2023-05-01,Normal,0.98,1.0,62,60.0,53.9,57.9
KY,2023-06-01,Normal,1.44,1.0,32,47.4,31.0,40.6
KY,2023-07-01,Normal,0.56,1.0,75,54.3,39.1,47.3
KY,2023-08-01,Normal,0.72,1.0,70,52.3,42.7,48.2
KY,2023-09-01,Normal,1.09,1.0,72,55.7,47.6,52.7
KY,2023-10-01,Normal,0.7,1.0,25,58.6,34.5,47.2
KY,2023-11-01,Normal,1.18,1.0,60,35.8,40.1,39.1
KY,2023-12-01,Pre_Christmas,0.87,1.61,25,40.5,56.6,50.0
KY,2024-01-01,Post_Christmas,0.71,1.0,20,43.5,44.3,44.6
KY,2024-02-01,Normal,0.92,1.0,70,47.1,52.3,50.6
KY,2024-03-01,Normal,0.68,1.0,40,53.9,44.5,49.9
KY,2024-04-01,Normal,0.63,1.0,31,58.0,43.9,51.6
KY,2024-05-01,Normal,1.36,1.0,15,42.5,48.7,47.0
KY,2024-06-01,Normal,0.82,1.0,57,51.5,37.8,45.5
KY,2024-07-01,Normal,0.86,1.0,60,35.9,37.5,37.6
KY,2024-08-01,Normal,0.56,1.0,42,46.0,59.7,53.4
KY,2024-09-01,Normal,0.86,1.0,66,30.7,56.1,44.3
KY,2024-10-01,Normal,0.76,1.0,32,45.1,52.1,49.4
KY,2024-11-01,Normal,1.11,1.0,48,46.4,34.1,41.4
KY,2024-12-01,Pre_Christmas,0.97,1.76,37,60.7,30.9,47.5
KY,2025-01-01,Post_Christmas,1.43,1.0,43,40.8,35.3,39.5
KY,2025-02-01,Normal,0.6,1.0,48,30.2,58.1,44.8
KY,2025-03-01,Normal,0.61,1.0,48,33.5,54.5,44.6
KY,2025-04-01,Normal,0.62,1.0,41,59.2,45.7,53.1
KY,2025-05-01,Normal,1.12,1.0,55,57.7,59.1,59.5
KY,2025-06-01,Normal,0.62,1.0,45,39.8,34.4,37.7
KY,2025-07-01,Normal,1.35,1.0,29,37.8,46.8,43.6
KY,2025-08-01,Normal,1.25,1.0,25,43.1,35.5,40.5
KY,2025-09-01,Normal,1.32,1.0,55,50.7,39.2,46.3
LA,2020-01-01,Post_Christmas,1.03,1.0,75,40.7,28.8,35.8
LA,2020-02-01,Normal,1.5,1.0,62,32.0,27.4,31.2
LA,2020-03-01,Normal,0.54,1.0,54,42.1,12.0,27.6
LA,2020-04-01,Normal,0.9,1.0,74,37.8,15.0,27.3
LA,2020-05-01,Normal,0.82,1.0,72,39.7,21.9,31.6
LA,2020-06-01,Normal,1.45,1.0,45,34.9,11.2,24.5
LA,2020-07-01,Normal,1.08,1.0,17,49.8,21.0,36.5
LA,2020-08-01,Normal,1.31,1.0,54,45.8,21.7,35.1
LA,2020-09-01,Normal,0.67,1.0,53,38.1,15.8,27.6
LA,2020-10-01,Normal,1.48,1.0,29,46.6,15.9,32.7
LA,2020-11-01,Normal,1.0,1.0,69,44.8,14.6,30.7
LA,2020-12-01,Pre_Christmas,1.39,1.96,88,64.4,28.7,49.3
LA,2021-01-01,Post_Christmas,0.88,1.0,33,33.9,17.8,26.7
LA,2021-02-01,Normal,0.9,1.0,22,56.5,21.7,40.0
LA,2021-03-01,Normal,1.08,1.0,28,51.1,16.0,34.6
LA,2021-04-01,Normal,0.63,1.0,35,50.8,24.1,38.1
LA,2021-05-01,Normal,0.82,1.0,29,41.2,12.0,27.4
LA,2021-06-01,Normal,0.69,1.0,20,40.3,11.4,26.5
LA,2021-07-01,Normal,0.6,1.0,41,30.2,24.9,28.1
LA,2021-08-01,Normal,1.37,1.0,53,59.5,24.5,43.4
LA,2021-09-01,Normal,1.09,1.0,32,48.2,15.3,32.8
LA,2021-10-01,Normal,0.86,1.0,47,42.1,17.1,30.5
LA,2021-11-01,Normal,0.91,1.0,28,46.3,29.1,38.6
LA,2021-12-01,Pre_Christmas,1.24,1.98,71,34.9,12.1,26.0
LA,2022-01-01,Post_Christmas,1.43,1.0,55,48.7,13.7,32.6
LA,2022-02-01,Normal,1.43,1.0,69,45.4,18.6,33.4
LA,2022-03-01,Normal,0.89,1.0,33,53.6,15.6,35.5
LA,2022-04-01,Normal,0.83,1.0,14,49.8,23.0,37.2
LA,2022-05-01,Normal,0.95,1.0,58,48.0,23.8,36.9
LA,2022-06-01,Normal,1.07,1.0,22,54.5,20.5,38.6
LA,2022-07-01,Normal,0.96,1.0,22,32.0,22.2,28.1
LA,2022-08-01,Normal,1.16,1.0,78,50.7,18.7,35.9
LA,2022-09-01,Normal,1.05,1.0,25,51.5,25.2,39.4
LA,2022-10-01,Normal,0.82,1.0,48,38.3,10.8,25.4
LA,2022-11-01,Normal,0.85,1.0,24,35.9,16.3,27.0
LA,2022-12-01,Pre_Christmas,1.07,1.56,24,40.8,23.7,33.9
LA,2023-01-01,Post_Christmas,0.67,1.0,10,45.7,16.6,31.8
LA,2023-02-01,Normal,1.22,1.0,40,34.1,11.6,24.1
LA,2023-03-01,Normal,0.89,1.0,12,49.8,16.9,34.2
LA,2023-04-01,Normal,0.71,1.0,34,33.2,24.2,29.4
LA,2023-05-01,Normal,1.06,1.0,29,30.8,12.4,22.7
LA,2023-06-01,Normal,1.26,1.0,49,39.6,24.5,33.3
LA,2023-07-01,Normal,0.76,1.0,79,35.8,25.5,31.4
LA,2023-08-01,Normal,1.33,1.0,58,59.7,22.7,42.5
LA,2023-09-01,Normal,1.43,1.0,74,39.1,14.9,28.4
LA,2023-10-01,Normal,1.1,1.0,23,36.7,26.1,32.5
LA,2023-11-01,Normal,1.17,1.0,25,35.9,14.3,26.3
LA,2023-12-01,Pre_Christmas,0.77,1.67,83,47.8,28.1,39.2
LA,2024-01-01,Post_Christmas,0.89,1.0,31,53.5,24.1,39.7
LA,2024-02-01,Normal,1.42,1.0,24,40.9,11.1,27.4
LA,2024-03-01,Normal,1.08,1.0,69,48.8,26.0,38.5
LA,2024-04-01,Normal,0.5,1.0,48,44.5,20.1,32.8
LA,2024-05-01,Normal,0.54,1.0,66,55.4,19.1,37.8
LA,2024-06-01,Normal,1.18,1.0,41,47.1,18.4,33.9
LA,2024-07-01,Normal,1.06,1.0,18,38.7,22.1,31.5
LA,2024-08-01,Normal,0.53,1.0,57,51.1,24.5,38.3
LA,2024-09-01,Normal,1.24,1.0,18,54.6,27.9,42.5
LA,2024-10-01,Normal,1.35,1.0,56,44.0,15.5,31.1
LA,2024-11-01,Normal,1.0,1.0,39,59.6,22.6,42.1
LA,2024-12-01,Pre_Christmas,1.16,1.85,95,63.1,23.7,45.5
LA,2025-01-01,Post_Christmas,1.29,1.0,70,53.6,23.5,39.8
LA,2025-02-01,Normal,0.83,1.0,17,48.0,19.9,34.8
LA,2025-03-01,Normal,1.38,1.0,17,46.0,17.8,33.3
LA,2025-04-01,Normal,0.87,1.0,79,45.4,25.2,36.2
LA,2025-05-01,Normal,1.07,1.0,50,55.6,16.0,36.9
LA,2025-06-01,Normal,0.77,1.0,41,48.3,14.2,32.0
LA,2025-07-01,Normal,0.66,1.0,20,46.1,20.9,34.2
LA,2025-08-01,Normal,1.27,1.0,30,31.5,15.4,24.7
LA,2025-09-01,Normal,1.0,1.0,58,43.4,10.7,28.0
ME,2020-01-01,Post_Christmas,1.04,1.0,67,57.2,61.5,60.4
ME,2020-02-01,Normal,1.47,1.0,74,51.4,80.9,67.6
ME,2020-03-01,Normal,1.46,1.0,38,31.5,59.2,46.8
ME,2020-04-01,Normal,1.36,1.0,41,56.5,43.6,51.4
ME,2020-05-01,Normal,0.69,1.0,21,54.8,34.4,45.3
ME,2020-06-01,Normal,1.09,1.0,15,46.4,54.5,51.5
ME,2020-07-01,Normal,1.38,1.0,40,30.7,37.8,35.6
ME,2020-08-01,Normal,0.87,1.0,50,46.9,59.9,54.3
ME,2020-09-01,Normal,0.6,1.0,17,31.6,46.9,39.9
ME,2020-10-01,Normal,1.31,1.0,38,39.6,37.0,39.6
ME,2020-11-01,Normal,0.98,1.0,54,48.9,44.9,47.9
ME,2020-12-01,Pre_Christmas,1.49,1.61,85,65.2,70.1,70.0
ME,2021-01-01,Post_Christmas,1.11,1.0,37,55.8,83.4,70.7
ME,2021-02-01,Normal,0.92,1.0,71,57.6,63.2,61.3
ME,2021-03-01,Normal,0.87,1.0,58,30.6,55.7,44.0
ME,2021-04-01,Normal,0.92,1.0,29,37.2,53.0,46.0
ME,2021-05-01,Normal,0.62,1.0,57,51.3,55.8,54.2
ME,2021-06-01,Normal,1.29,1.0,21,52.7,56.8,56.0
ME,2021-07-01,Normal,1.34,1.0,41,41.8,36.9,40.7
ME,2021-08-01,Normal,0.78,1.0,31,49.7,45.6,48.4
ME,2021-09-01,Normal,0.8,1.0,79,48.4,55.5,52.8
ME,2021-10-01,Normal,1.37,1.0,12,52.2,41.3,48.1
ME,2021-11-01,Normal,0.52,1.0,69,51.6,31.8,42.2
ME,2021-12-01,Pre_Christmas,1.32,1.66,40,36.3,68.7,54.7
ME,2022-01-01,Post_Christmas,1.19,1.0,57,34.0,67.3,51.8
ME,2022-02-01,Normal,0.66,1.0,19,58.0,86.1,72.7
ME,2022-03-01,Normal,1.17,1.0,12,57.4,43.9,51.8
ME,2022-04-01,Normal,0.88,1.0,17,53.9,50.5,53.1
ME,2022-05-01,Normal,1.12,1.0,38,33.5,58.9,47.3
ME,2022-06-01,Normal,0.54,1.0,19,47.2,39.0,43.6
ME,2022-07-01,Normal,0.96,1.0,59,35.6,52.8,45.2
ME,2022-08-01,Normal,1.02,1.0,15,41.1,30.7,36.9
ME,2022-09-01,Normal,0.71,1.0,65,38.0,33.1,36.3
ME,2022-10-01,Normal,0.64,1.0,71,54.9,34.9,45.5
ME,2022-11-01,Normal,0.69,1.0,60,34.3,39.4,37.5
ME,2022-12-01,Pre_Christmas,1.03,1.51,92,59.2,72.1,67.2
ME,2023-01-01,Post_Christmas,1.45,1.0,33,50.6,74.3,63.9
ME,2023-02-01,Normal,0.9,1.0,63,32.4,67.4,50.8
ME,2023-03-01,Normal,1.31,1.0,33,57.2,32.0,45.9
ME,2023-04-01,Normal,1.47,1.0,61,49.3,50.3,51.3
ME,2023-05-01,Normal,0.58,1.0,64,43.7,30.7,37.8
ME,2023-06-01,Normal,1.15,1.0,79,49.8,54.3,53.2
ME,2023-07-01,Normal,1.37,1.0,33,56.4,57.9,58.5
ME,2023-08-01,Normal,1.13,1.0,34,44.3,51.3,48.9
ME,2023-09-01,Normal,0.93,1.0,11,45.9,47.9,47.8
ME,2023-10-01,Normal,0.93,1.0,29,43.6,49.7,47.6
ME,2023-11-01,Normal,0.54,1.0,29,32.2,49.6,41.4
ME,2023-12-01,Pre_Christmas,1.45,1.58,59,59.7,88.0,76.1
ME,2024-01-01,Post_Christmas,1.46,1.0,64,41.8,88.9,66.8
ME,2024-02-01,Normal,0.54,1.0,61,41.6,72.8,57.7
ME,2024-03-01,Normal,1.21,1.0,10,38.4,48.5,44.7
ME,2024-04-01,Normal,0.8,1.0,43,42.1,54.1,48.9
ME,2024-05-01,Normal,1.4,1.0,61,48.5,30.0,40.6
ME,2024-06-01,Normal,0.55,1.0,27,39.3,45.8,43.1
ME,2024-07-01,Normal,1.44,1.0,39,35.2,49.6,43.8
ME,2024-08-01,Normal,1.34,1.0,60,56.1,51.5,55.1
ME,2024-09-01,Normal,0.62,1.0,65,59.1,41.1,50.7
ME,2024-10-01,Normal,0.56,1.0,69,43.8,38.9,41.9
ME,2024-11-01,Normal,1.33,1.0,40,39.8,35.5,39.0
ME,2024-12-01,Pre_Christmas,0.86,1.78,51,34.7,76.7,57.2
ME,2025-01-01,Post_Christmas,1.42,1.0,39,41.8,87.6,66.1
ME,2025-02-01,Normal,1.07,1.0,38,57.9,86.9,73.5
ME,2025-03-01,Normal,0.9,1.0,21,51.9,40.8,47.2
ME,2025-04-01,Normal,0.95,1.0,43,40.5,37.7,40.0
ME,2025-05-01,Normal,0.56,1.0,26,59.0,53.7,56.9
ME,2025-06-01,Normal,1.47,1.0,46,42.9,51.7,48.8
ME,2025-07-01,Normal,0.81,1.0,72,38.3,45.2,42.6
ME,2025-08-01,Normal,0.69,1.0,64,42.8,41.7,42.9
ME,2025-09-01,Normal,0.79,1.0,43,36.3,33.7,35.8
MD,2020-01-01,Post_Christmas,1.46,1.0,78,56.6,53.6,56.6
MD,2020-02-01,Normal,0.59,1.0,78,40.8,48.5,45.2
MD,2020-03-01,Normal,1.37,1.0,41,49.7,41.3,46.9
MD,2020-04-01,Normal,1.21,1.0,63,41.7,57.6,50.9
MD,2020-05-01,Normal,1.33,1.0,33,57.1,49.8,54.8
MD,2020-06-01,Normal,1.48,1.0,71,49.3,57.9,55.1
MD,2020-07-01,Normal,1.34,1.0,36,44.6,44.2,45.7
MD,2020-08-01,Normal,1.44,1.0,28,34.0,43.6,40.2
MD,2020-09-01,Normal,0.63,1.0,19,57.1,58.1,58.2
MD,2020-10-01,Normal,1.3,1.0,68,46.4,58.8,53.9
MD,2020-11-01,Normal,1.05,1.0,30,38.6,58.8,49.8
MD,2020-12-01,Pre_Christmas,1.44,1.83,87,62.3,54.6,61.1
MD,2021-01-01,Post_Christmas,1.47,1.0,16,39.4,43.9,43.1
MD,2021-02-01,Normal,1.2,1.0,40,46.1,36.3,42.4
MD,2021-03-01,Normal,0.98,1.0,21,40.2,41.5,41.8
MD,2021-04-01,Normal,0.96,1.0,15,44.3,58.1,52.2
MD,2021-05-01,Normal,0.89,1.0,34,37.9,40.9,40.3
MD,2021-06-01,Normal,0.86,1.0,42,33.9,52.7,44.2
MD,2021-07-01,Normal,0.89,1.0,65,31.1,57.7,45.3
MD,2021-08-01,Normal,0.59,1.0,42,34.7,59.1,47.5
MD,2021-09-01,Normal,0.58,1.0,27,58.6,58.4,59.1
MD,2021-10-01,Normal,1.28,1.0,28,47.3,46.7,48.3
MD,2021-11-01,Normal,0.95,1.0,52,44.7,44.8,45.7
MD,2021-12-01,Pre_Christmas,1.89,1.82,54,48.6,59.6,57.5
MD,2022-01-01,Post_Christmas,0.54,1.0,73,34.2,36.5,35.9
MD,2022-02-01,Normal,0.66,1.0,14,38.3,35.6,37.6
MD,2022-03-01,Normal,0.71,1.0,23,49.7,58.9,55.0
MD,2022-04-01,Normal,1.48,1.0,69,44.4,50.7,49.0
MD,2022-05-01,Normal,0.72,1.0,34,53.1,46.1,50.3
MD,2022-06-01,Normal,1.02,1.0,39,56.9,34.0,46.5
MD,2022-07-01,Normal,1.44,1.0,51,54.7,45.4,51.5
MD,2022-08-01,Normal,1.48,1.0,14,35.5,58.3,48.4
MD,2022-09-01,Normal,0.74,1.0,45,32.7,48.1,41.1
MD,2022-10-01,Normal,0.55,1.0,34,35.1,42.1,39.2
MD,2022-11-01,Normal,0.65,1.0,20,53.5,46.5,50.6
MD,2022-12-01,Pre_Christmas,0.7,1.89,53,68.5,56.6,63.9
MD,2023-01-01,Post_Christmas,1.07,1.0,41,38.9,57.4,49.2
MD,2023-02-01,Normal,1.41,1.0,62,55.2,42.0,50.0
MD,2023-03-01,Normal,1.04,1.0,28,46.1,48.2,48.2
MD,2023-04-01,Normal,1.13,1.0,77,54.7,38.4,47.7
MD,2023-05-01,Normal,0.7,1.0,52,46.5,43.5,45.7
MD,2023-06-01,Normal,1.3,1.0,64,34.4,36.6,36.8
MD,2023-07-01,Normal,1.12,1.0,14,32.4,45.9,40.3
MD,2023-08-01,Normal,1.36,1.0,63,58.7,47.3,54.4
MD,2023-09-01,Normal,1.45,1.0,33,42.8,40.1,42.9
MD,2023-10-01,Normal,0.85,1.0,59,40.5,38.2,40.2
MD,2023-11-01,Normal,0.59,1.0,66,40.7,34.5,38.2
MD,2023-12-01,Pre_Christmas,0.93,1.71,37,49.4,34.2,43.4
MD,2024-01-01,Post_Christmas,1.45,1.0,28,31.9,51.3,43.0
MD,2024-02-01,Normal,0.88,1.0,64,33.6,36.6,36.0
MD,2024-03-01,Normal,1.27,1.0,38,53.7,33.5,44.9
MD,2024-04-01,Normal,1.04,1.0,21,46.5,60.0,54.3
MD,2024-05-01,Normal,0.68,1.0,32,33.9,37.8,36.5
MD,2024-06-01,Normal,0.82,1.0,38,31.0,56.9,44.8
MD,2024-07-01,Normal,1.15,1.0,74,36.7,48.3,43.6
MD,2024-08-01,Normal,1.17,1.0,18,37.8,51.5,45.8
MD,2024-09-01,Normal,0.93,1.0,34,30.4,46.8,39.5
MD,2024-10-01,Normal,0.73,1.0,54,36.5,35.4,36.7
MD,2024-11-01,Normal,1.22,1.0,26,52.1,55.4,55.0
MD,2024-12-01,Pre_Christmas,0.93,1.64,101,66.2,54.8,62.0
MD,2025-01-01,Post_Christmas,0.69,1.0,73,41.7,40.5,41.8
MD,2025-02-01,Normal,0.61,1.0,62,39.6,52.9,46.9
MD,2025-03-01,Normal,1.0,1.0,57,60.0,46.3,54.1
MD,2025-04-01,Normal,1.02,1.0,23,53.1,57.3,56.2
MD,2025-05-01,Normal,1.01,1.0,13,46.1,54.1,51.1
MD,2025-06-01,Normal,0.94,1.0,34,37.6,31.2,35.3
MD,2025-07-01,Normal,1.49,1.0,19,39.6,56.4,49.5
MD,2025-08-01,Normal,0.99,1.0,30,45.5,59.1,53.3
MD,2025-09-01,Normal,0.98,1.0,54,46.3,52.3,50.3
MA,2020-01-01,Post_Christmas,0.92,1.0,51,30.4,63.6,47.9
MA,2020-02-01,Normal,0.57,1.0,24,58.8,84.2,72.1
MA,2020-03-01,Normal,1.09,1.0,11,47.3,49.4,49.4
MA,2020-04-01,Normal,0.73,1.0,25,47.7,40.2,44.7
MA,2020-05-01,Normal,1.14,1.0,41,36.3,56.5,47.5
MA,2020-06-01,Normal,0.55,1.0,64,52.9,47.0,50.5
MA,2020-07-01,Normal,1.48,1.0,35,52.1,55.6,55.3
MA,2020-08-01,Normal,0.97,1.0,30,32.9,50.1,42.5
MA,2020-09-01,Normal,1.4,1.0,48,47.8,38.7,44.6
MA,2020-10-01,Normal,0.98,1.0,15,49.7,59.3,55.5
MA,2020-11-01,Normal,0.56,1.0,25,55.1,47.1,51.7
MA,2020-12-01,Pre_Christmas,1.76,1.51,15,43.0,75.5,61.9
MA,2021-01-01,Post_Christmas,1.28,1.0,50,43.8,72.1,59.2
MA,2021-02-01,Normal,0.93,1.0,53,32.9,64.1,49.4
MA,2021-03-01,Normal,1.14,1.0,37,33.2,50.6,43.0
MA,2021-04-01,Normal,1.36,1.0,70,35.9,42.9,40.8
MA,2021-05-01,Normal,1.13,1.0,74,38.5,58.0,49.4
MA,2021-06-01,Normal,0.85,1.0,17,44.9,59.0,52.8
MA,2021-07-01,Normal,1.16,1.0,74,52.5,53.0,53.9
MA,2021-08-01,Normal,1.17,1.0,23,35.6,37.3,37.6
MA,2021-09-01,Normal,1.46,1.0,27,59.8,51.5,57.1
MA,2021-10-01,Normal,0.87,1.0,47,34.8,30.6,33.6
MA,2021-11-01,Normal,0.93,1.0,12,48.0,54.8,52.3
MA,2021-12-01,Pre_Christmas,1.71,1.6,47,68.5,74.8,74.4
MA,2022-01-01,Post_Christmas,1.24,1.0,67,49.4,88.1,70.0
MA,2022-02-01,Normal,0.96,1.0,74,51.5,71.3,62.4
MA,2022-03-01,Normal,0.72,1.0,24,34.0,37.9,36.7
MA,2022-04-01,Normal,1.25,1.0,48,30.3,59.9,46.3
MA,2022-05-01,Normal,0.63,1.0,43,43.0,45.9,45.1
MA,2022-06-01,Normal,0.7,1.0,39,32.7,55.9,45.0
MA,2022-07-01,Normal,1.13,1.0,54,40.7,57.3,50.1
MA,2022-08-01,Normal,1.25,1.0,79,36.7,45.6,42.4
MA,2022-09-01,Normal,1.39,1.0,38,57.5,43.7,52.0
MA,2022-10-01,Normal,0.77,1.0,14,56.4,46.6,52.3
MA,2022-11-01,Normal,0.61,1.0,74,54.6,55.4,55.6
MA,2022-12-01,Pre_Christmas,1.79,1.66,101,57.4,88.9,76.1
MA,2023-01-01,Post_Christmas,0.7,1.0,70,31.5,69.8,51.3
MA,2023-02-01,Normal,0.79,1.0,45,49.6,82.2,66.7
MA,2023-03-01,Normal,1.03,1.0,43,49.3,38.6,45.0
MA,2023-04-01,Normal,1.38,1.0,74,41.1,48.3,46.1
MA,2023-05-01,Normal,1.26,1.0,68,44.2,54.1,50.4
MA,2023-06-01,Normal,1.21,1.0,45,44.7,56.6,51.9
MA,2023-07-01,Normal,0.68,1.0,21,37.2,43.5,41.0
MA,2023-08-01,Normal,0.86,1.0,40,39.4,41.1,41.1
MA,2023-09-01,Normal,0.98,1.0,57,42.6,37.6,41.1
MA,2023-10-01,Normal,0.65,1.0,29,48.1,34.0,41.7
MA,2023-11-01,Normal,0.77,1.0,47,58.7,40.9,50.6
MA,2023-12-01,Pre_Christmas,0.99,1.59,76,54.1,86.2,71.7
MA,2024-01-01,Post_Christmas,1.05,1.0,61,54.2,72.6,64.5
MA,2024-02-01,Normal,1.21,1.0,25,33.4,69.5,52.7
MA,2024-03-01,Normal,0.57,1.0,48,49.6,52.2,51.5
MA,2024-04-01,Normal,0.98,1.0,59,44.5,36.5,41.5
MA,2024-05-01,Normal,1.28,1.0,13,47.2,37.7,43.7
MA,2024-06-01,Normal,1.25,1.0,55,31.2,58.1,45.9
MA,2024-07-01,Normal,1.32,1.0,28,57.2,32.4,46.1
MA,2024-08-01,Normal,0.95,1.0,37,58.6,42.4,51.5
MA,2024-09-01,Normal,1.32,1.0,55,30.1,47.3,40.0
MA,2024-10-01,Normal,0.74,1.0,10,36.4,36.9,37.4
MA,2024-11-01,Normal,0.86,1.0,11,35.4,38.4,37.8
MA,2024-12-01,Pre_Christmas,0.87,1.51,49,62.0,66.7,65.7
MA,2025-01-01,Post_Christmas,0.89,1.0,65,35.3,70.4,53.7
MA,2025-02-01,Normal,0.74,1.0,15,54.4,87.0,71.4
MA,2025-03-01,Normal,1.25,1.0,44,40.6,42.9,43.0
MA,2025-04-01,Normal,0.81,1.0,40,43.8,42.5,44.0
MA,2025-05-01,Normal,0.77,1.0,42,41.6,41.6,42.4
MA,2025-06-01,Normal,0.63,1.0,15,45.6,58.9,52.9
MA,2025-07-01,Normal,0.94,1.0,62,44.4,33.5,39.9
MA,2025-08-01,Normal,0.8,1.0,29,38.2,56.2,48.0
MA,2025-09-01,Normal,0.87,1.0,63,42.7,39.8,42.1
MI,2020-01-01,Post_Christmas,0.74,1.0,55,87.3,88.7,88.7
MI,2020-02-01,Normal,1.26,1.0,48,75.1,69.5,73.6
MI,2020-03-01,Normal,1.43,1.0,31,87.5,32.5,61.4
MI,2020-04-01,Normal,1.0,1.0,55,76.5,45.6,62.0
MI,2020-05-01,Normal,1.14,1.0,79,83.1,36.8,61.1
MI,2020-06-01,Normal,1.37,1.0,74,68.8,52.6,62.1
MI,2020-07-01,Normal,1.5,1.0,74,83.7,49.7,68.2
MI,2020-08-01,Normal,1.11,1.0,25,67.9,50.6,60.4
MI,2020-09-01,Normal,1.39,1.0,50,60.6,35.8,49.6
MI,2020-10-01,Normal,1.41,1.0,37,64.8,51.3,59.5
MI,2020-11-01,Normal,1.29,1.0,77,60.6,39.3,51.2
MI,2020-12-01,Pre_Christmas,1.17,1.58,98,100.0,90.0,90.0
MI,2021-01-01,Post_Christmas,0.52,1.0,70,82.9,82.0,83.0
MI,2021-02-01,Normal,0.98,1.0,59,63.2,77.7,71.4
MI,2021-03-01,Normal,0.99,1.0,62,87.0,56.0,72.5
MI,2021-04-01,Normal,0.91,1.0,34,82.3,47.7,65.9
MI,2021-05-01,Normal,1.07,1.0,19,70.0,46.6,59.4
MI,2021-06-01,Normal,1.05,1.0,19,75.1,37.1,57.1
MI,2021-07-01,Normal,1.34,1.0,57,79.9,50.3,66.4
MI,2021-08-01,Normal,0.61,1.0,41,60.7,41.2,51.6
MI,2021-09-01,Normal,0.73,1.0,44,75.0,31.3,53.9
MI,2021-10-01,Normal,1.29,1.0,67,82.0,54.5,69.5
MI,2021-11-01,Normal,1.35,1.0,11,65.6,31.6,50.0
MI,2021-12-01,Pre_Christmas,2.05,1.83,92,84.5,80.2,86.1
MI,2022-01-01,Post_Christmas,1.39,1.0,29,82.1,64.7,74.8
MI,2022-02-01,Normal,0.81,1.0,45,88.9,73.0,81.8
MI,2022-03-01,Normal,0.9,1.0,32,85.4,55.8,71.5
MI,2022-04-01,Normal,0.77,1.0,26,78.6,32.8,56.5
MI,2022-05-01,Normal,1.11,1.0,22,77.5,50.0,64.9
MI,2022-06-01,Normal,1.44,1.0,79,78.1,48.4,64.7
MI,2022-07-01,Normal,0.84,1.0,23,76.4,56.0,67.0
MI,2022-08-01,Normal,1.06,1.0,41,61.8,35.2,49.6
MI,2022-09-01,Normal,0.8,1.0,43,80.9,54.0,68.2
MI,2022-10-01,Normal,0.67,1.0,57,81.5,43.5,63.2
MI,2022-11-01,Normal,0.7,1.0,68,75.4,42.9,59.9
MI,2022-12-01,Pre_Christmas,0.78,1.81,65,100.0,70.9,86.9
MI,2023-01-01,Post_Christmas,0.9,1.0,63,70.9,71.6,72.2
MI,2023-02-01,Normal,1.33,1.0,21,60.6,75.6,69.4
MI,2023-03-01,Normal,1.18,1.0,24,61.8,33.2,48.7
MI,2023-04-01,Normal,0.69,1.0,40,70.6,42.8,57.4
MI,2023-05-01,Normal,0.68,1.0,13,73.9,49.6,62.4
MI,2023-06-01,Normal,1.31,1.0,32,65.0,44.9,56.3
MI,2023-07-01,Normal,0.76,1.0,42,65.7,35.0,51.1
MI,2023-08-01,Normal,1.41,1.0,43,66.9,40.9,55.3
MI,2023-09-01,Normal,0.64,1.0,67,83.4,43.3,64.0
MI,2023-10-01,Normal,1.18,1.0,77,83.1,50.1,67.8
MI,2023-11-01,Normal,1.31,1.0,61,71.5,57.0,65.6
MI,2023-12-01,Pre_Christmas,0.92,1.97,20,72.4,76.5,76.3
MI,2024-01-01,Post_Christmas,1.46,1.0,38,62.6,80.3,72.9
MI,2024-02-01,Normal,0.76,1.0,42,71.7,62.3,67.8
MI,2024-03-01,Normal,0.93,1.0,40,61.4,58.6,60.9
MI,2024-04-01,Normal,0.93,1.0,38,70.0,39.5,55.7
MI,2024-05-01,Normal,0.75,1.0,50,88.8,40.6,65.5
MI,2024-06-01,Normal,1.28,1.0,22,75.2,36.7,57.2
MI,2024-07-01,Normal,1.27,1.0,46,84.7,32.5,59.9
MI,2024-08-01,Normal,0.88,1.0,24,63.9,53.7,59.7
MI,2024-09-01,Normal,1.34,1.0,57,68.0,37.2,53.9
MI,2024-10-01,Normal,0.71,1.0,70,88.4,38.5,64.2
MI,2024-11-01,Normal,0.5,1.0,45,71.5,35.5,54.0
MI,2024-12-01,Pre_Christmas,1.5,1.9,49,95.2,89.2,90.0
MI,2025-01-01,Post_Christmas,0.54,1.0,75,76.5,83.4,80.5
MI,2025-02-01,Normal,0.71,1.0,12,69.2,87.9,79.3
MI,2025-03-01,Normal,1.02,1.0,11,76.0,55.9,67.0
